(1,1)
(2,2)
(3,2)
(4,2)
(5,2)
(6,4)
(7,4)
(8,6)
(9,6)
(10,8)
(11,8)
(12,6)
(13,6)
(14,8)
(15,8)
(16,6)
(17,6)
(18,8)
(19,8)
(20,6)
(21,6)
(22,8)
(23,8)
(24,14)
(25,14)
(26,16)
(27,16)
(28,14)
(29,14)
(30,16)
(31,16)
(32,22)
(33,22)
(34,24)
(35,24)
(36,22)
(37,22)
(38,24)
(39,24)
(40,30)
(41,30)
(42,32)
(43,32)
(44,30)
(45,30)
(46,32)
(47,32)
(48,22)
(49,22)
(50,24)
(51,24)
(52,22)
(53,22)
(54,24)
(55,24)
(56,30)
(57,30)
(58,32)
(59,32)
(60,30)
(61,30)
(62,32)
(63,32)
(64,22)
(65,22)
(66,24)
(67,24)
(68,22)
(69,22)
(70,24)
(71,24)
(72,30)
(73,30)
(74,32)
(75,32)
(76,30)
(77,30)
(78,32)
(79,32)
(80,22)
(81,22)
(82,24)
(83,24)
(84,22)
(85,22)
(86,24)
(87,24)
(88,30)
(89,30)
(90,32)
(91,32)
(92,30)
(93,30)
(94,32)
(95,32)
(96,54)
(97,54)
(98,56)
(99,56)
(100,54)
(101,54)
(102,56)
(103,56)
(104,62)
(105,62)
(106,64)
(107,64)
(108,62)
(109,62)
(110,64)
(111,64)
(112,54)
(113,54)
(114,56)
(115,56)
(116,54)
(117,54)
(118,56)
(119,56)
(120,62)
(121,62)
(122,64)
(123,64)
(124,62)
(125,62)
(126,64)
(127,64)
(128,86)
(129,86)
(130,88)
(131,88)
(132,86)
(133,86)
(134,88)
(135,88)
(136,94)
(137,94)
(138,96)
(139,96)
(140,94)
(141,94)
(142,96)
(143,96)
(144,86)
(145,86)
(146,88)
(147,88)
(148,86)
(149,86)
(150,88)
(151,88)
(152,94)
(153,94)
(154,96)
(155,96)
(156,94)
(157,94)
(158,96)
(159,96)
(160,118)
(161,118)
(162,120)
(163,120)
(164,118)
(165,118)
(166,120)
(167,120)
(168,126)
(169,126)
(170,128)
(171,128)
(172,126)
(173,126)
(174,128)
(175,128)
(176,118)
(177,118)
(178,120)
(179,120)
(180,118)
(181,118)
(182,120)
(183,120)
(184,126)
(185,126)
(186,128)
(187,128)
(188,126)
(189,126)
(190,128)
(191,128)
(192,86)
(193,86)
(194,88)
(195,88)
(196,86)
(197,86)
(198,88)
(199,88)
(200,94)
(201,94)
(202,96)
(203,96)
(204,94)
(205,94)
(206,96)
(207,96)
(208,86)
(209,86)
(210,88)
(211,88)
(212,86)
(213,86)
(214,88)
(215,88)
(216,94)
(217,94)
(218,96)
(219,96)
(220,94)
(221,94)
(222,96)
(223,96)
(224,118)
(225,118)
(226,120)
(227,120)
(228,118)
(229,118)
(230,120)
(231,120)
(232,126)
(233,126)
(234,128)
(235,128)
(236,126)
(237,126)
(238,128)
(239,128)
(240,118)
(241,118)
(242,120)
(243,120)
(244,118)
(245,118)
(246,120)
(247,120)
(248,126)
(249,126)
(250,128)
(251,128)
(252,126)
(253,126)
(254,128)
(255,128)
(256,86)
(257,86)
(258,88)
(259,88)
(260,86)
(261,86)
(262,88)
(263,88)
(264,94)
(265,94)
(266,96)
(267,96)
(268,94)
(269,94)
(270,96)
(271,96)
(272,86)
(273,86)
(274,88)
(275,88)
(276,86)
(277,86)
(278,88)
(279,88)
(280,94)
(281,94)
(282,96)
(283,96)
(284,94)
(285,94)
(286,96)
(287,96)
(288,118)
(289,118)
(290,120)
(291,120)
(292,118)
(293,118)
(294,120)
(295,120)
(296,126)
(297,126)
(298,128)
(299,128)
(300,126)
(301,126)
(302,128)
(303,128)
(304,118)
(305,118)
(306,120)
(307,120)
(308,118)
(309,118)
(310,120)
(311,120)
(312,126)
(313,126)
(314,128)
(315,128)
(316,126)
(317,126)
(318,128)
(319,128)
(320,86)
(321,86)
(322,88)
(323,88)
(324,86)
(325,86)
(326,88)
(327,88)
(328,94)
(329,94)
(330,96)
(331,96)
(332,94)
(333,94)
(334,96)
(335,96)
(336,86)
(337,86)
(338,88)
(339,88)
(340,86)
(341,86)
(342,88)
(343,88)
(344,94)
(345,94)
(346,96)
(347,96)
(348,94)
(349,94)
(350,96)
(351,96)
(352,118)
(353,118)
(354,120)
(355,120)
(356,118)
(357,118)
(358,120)
(359,120)
(360,126)
(361,126)
(362,128)
(363,128)
(364,126)
(365,126)
(366,128)
(367,128)
(368,118)
(369,118)
(370,120)
(371,120)
(372,118)
(373,118)
(374,120)
(375,120)
(376,126)
(377,126)
